name,family,fs150_value,sim_iris_value,delta_fs_minus_sim,status,sim_source,px4_group,px4_type,fs_type
ASPD_SCALE,Other,1,1,0,same,metadata default,Airspeed Validator,Float,9
BAT1_A_PER_V,Battery/power,17,,,missing_in_sim_metadata,,,,9
BAT1_CAPACITY,Battery/power,-1,-1,0,same,metadata default,Battery Calibration,Float,9
BAT1_I_CHANNEL,Battery/power,-1,,,missing_in_sim_metadata,,,,6
BAT1_N_CELLS,Battery/power,3,0,3,different,metadata default,Battery Calibration,Int32,6
BAT1_R_INTERNAL,Battery/power,-1,-1,0,same,metadata default,Battery Calibration,Float,9
BAT1_SOURCE,Battery/power,0,0,0,same,metadata default,Battery Calibration,Int32,6
BAT1_V_CHANNEL,Battery/power,-1,,,missing_in_sim_metadata,,,,6
BAT1_V_CHARGED,Battery/power,4.3499999,4.05,0.299999905,different,metadata default,Battery Calibration,Float,9
BAT1_V_DIV,Battery/power,19.2690182,,,missing_in_sim_metadata,,,,9
BAT1_V_EMPTY,Battery/power,3.5999999,3.5,0.0999999046,different,metadata default,Battery Calibration,Float,9
BAT1_V_LOAD_DROP,Battery/power,0.300000012,0.3,1.1920929e-08,same,metadata default,Battery Calibration,Float,9
BAT_ADC_CHANNEL,Battery/power,-1,,,missing_in_sim_metadata,,,,6
BAT_A_PER_V,Battery/power,17,-1,18,different,metadata default,Battery Calibration,Float,9
BAT_CAPACITY,Battery/power,-1,-1,0,same,metadata default,Battery Calibration,Float,9
BAT_CRIT_THR,Battery/power,0.0700000003,0.07,2.98023217e-10,same,metadata default,Battery Calibration,Float,9
BAT_EMERGEN_THR,Battery/power,0.0500000007,0.05,7.45058057e-10,same,metadata default,Battery Calibration,Float,9
BAT_LOW_THR,Battery/power,0.150000006,0.15,5.96046448e-09,same,metadata default,Battery Calibration,Float,9
BAT_N_CELLS,Battery/power,3,4,-1,different,rcS:129 set-default,Battery Calibration,Int32,6
BAT_R_INTERNAL,Battery/power,-1,-1,0,same,metadata default,Battery Calibration,Float,9
BAT_SOURCE,Battery/power,0,0,0,same,metadata default,Battery Calibration,Int32,6
BAT_V_CHARGED,Battery/power,4.3499999,4.05,0.299999905,different,metadata default,Battery Calibration,Float,9
BAT_V_DIV,Battery/power,19.2690182,-1,20.2690182,different,metadata default,Battery Calibration,Float,9
BAT_V_EMPTY,Battery/power,3.5999999,3.5,0.0999999046,different,metadata default,Battery Calibration,Float,9
BAT_V_LOAD_DROP,Battery/power,0.300000012,0.3,1.1920929e-08,same,metadata default,Battery Calibration,Float,9
BAT_V_OFFS_CURR,Battery/power,0,,,missing_in_sim_metadata,,,,9
CAL_ACC0_ID,Sensor calibration,6946826,1310988,5635838,different,rcS simulated IMU calibration ID,Sensor Calibration,Int32,6
CAL_ACC0_PRIO,Sensor calibration,50,-1,51,different,metadata default,Sensor Calibration,Int32,6
CAL_ACC0_ROT,Sensor calibration,-1,-1,0,same,metadata default,Sensor Calibration,Int32,6
CAL_ACC0_XOFF,Sensor calibration,0.0185580309,0,0.0185580309,different,metadata default,Sensor Calibration,Float,9
CAL_ACC0_XSCALE,Sensor calibration,0.994249225,1,-0.00575077534,different,metadata default,Sensor Calibration,Float,9
CAL_ACC0_YOFF,Sensor calibration,-0.152910233,0,-0.152910233,different,metadata default,Sensor Calibration,Float,9
CAL_ACC0_YSCALE,Sensor calibration,0.991756856,1,-0.00824314356,different,metadata default,Sensor Calibration,Float,9
CAL_ACC0_ZOFF,Sensor calibration,-0.0654511452,0,-0.0654511452,different,metadata default,Sensor Calibration,Float,9
CAL_ACC0_ZSCALE,Sensor calibration,0.996204019,1,-0.00379598141,different,metadata default,Sensor Calibration,Float,9
CAL_ACC1_ID,Sensor calibration,2490378,1310996,1179382,different,rcS simulated IMU calibration ID,Sensor Calibration,Int32,6
CAL_ACC1_PRIO,Sensor calibration,50,-1,51,different,metadata default,Sensor Calibration,Int32,6
CAL_ACC1_ROT,Sensor calibration,-1,-1,0,same,metadata default,Sensor Calibration,Int32,6
CAL_ACC1_XOFF,Sensor calibration,-0.000972270966,0,-0.000972270966,different,metadata default,Sensor Calibration,Float,9
CAL_ACC1_XSCALE,Sensor calibration,1,1,0,same,metadata default,Sensor Calibration,Float,9
CAL_ACC1_YOFF,Sensor calibration,0.00307750702,0,0.00307750702,different,metadata default,Sensor Calibration,Float,9
CAL_ACC1_YSCALE,Sensor calibration,1,1,0,same,metadata default,Sensor Calibration,Float,9
CAL_ACC1_ZOFF,Sensor calibration,0.112415314,0,0.112415314,different,metadata default,Sensor Calibration,Float,9
CAL_ACC1_ZSCALE,Sensor calibration,1,1,0,same,metadata default,Sensor Calibration,Float,9
CAL_ACC2_ID,Sensor calibration,0,1311004,-1311004,different,rcS simulated IMU calibration ID,Sensor Calibration,Int32,6
CAL_ACC3_ID,Sensor calibration,0,0,0,same,metadata default,Sensor Calibration,Int32,6
CAL_AIR_CMODEL,Sensor calibration,0,0,0,same,metadata default,Sensors,Int32,6
CAL_AIR_TUBED_MM,Sensor calibration,1.5,1.5,0,same,metadata default,Sensors,Float,9
CAL_AIR_TUBELEN,Sensor calibration,0.200000003,0.2,2.98023223e-09,same,metadata default,Sensors,Float,9
CAL_GYRO0_ID,Sensor calibration,6684682,1310988,5373694,different,rcS simulated IMU calibration ID,Sensor Calibration,Int32,6
CAL_GYRO0_PRIO,Sensor calibration,50,-1,51,different,metadata default,Sensor Calibration,Int32,6
CAL_GYRO0_ROT,Sensor calibration,-1,-1,0,same,metadata default,Sensor Calibration,Int32,6
CAL_GYRO0_XOFF,Sensor calibration,0.0067607481,0,0.0067607481,different,metadata default,Sensor Calibration,Float,9
CAL_GYRO0_YOFF,Sensor calibration,-0.00134988292,0,-0.00134988292,different,metadata default,Sensor Calibration,Float,9
CAL_GYRO0_ZOFF,Sensor calibration,0.000827742217,0,0.000827742217,different,metadata default,Sensor Calibration,Float,9
CAL_GYRO1_ID,Sensor calibration,2490378,1310996,1179382,different,rcS simulated IMU calibration ID,Sensor Calibration,Int32,6
CAL_GYRO1_PRIO,Sensor calibration,50,-1,51,different,metadata default,Sensor Calibration,Int32,6
CAL_GYRO1_ROT,Sensor calibration,-1,-1,0,same,metadata default,Sensor Calibration,Int32,6
CAL_GYRO1_XOFF,Sensor calibration,-0.00245844014,0,-0.00245844014,different,metadata default,Sensor Calibration,Float,9
CAL_GYRO1_YOFF,Sensor calibration,-0.0154654104,0,-0.0154654104,different,metadata default,Sensor Calibration,Float,9
CAL_GYRO1_ZOFF,Sensor calibration,0.00347761041,0,0.00347761041,different,metadata default,Sensor Calibration,Float,9
CAL_GYRO2_ID,Sensor calibration,0,1311004,-1311004,different,rcS simulated IMU calibration ID,Sensor Calibration,Int32,6
CAL_GYRO3_ID,Sensor calibration,0,0,0,same,metadata default,Sensor Calibration,Int32,6
CAL_MAG0_ID,Sensor calibration,396809,197388,199421,different,rcS simulated mag calibration ID,Sensor Calibration,Int32,6
CAL_MAG0_PRIO,Sensor calibration,75,-1,76,different,metadata default,Sensor Calibration,Int32,6
CAL_MAG0_ROT,Sensor calibration,4,-1,5,different,metadata default,Sensor Calibration,Int32,6
CAL_MAG0_XCOMP,Sensor calibration,0,0,0,same,metadata default,Sensor Calibration,Float,9
CAL_MAG0_XODIAG,Sensor calibration,0.257161617,0,0.257161617,different,metadata default,Sensor Calibration,Float,9
CAL_MAG0_XOFF,Sensor calibration,-1.20258224,0,-1.20258224,different,metadata default,Sensor Calibration,Float,9
CAL_MAG0_XSCALE,Sensor calibration,0.622476101,1,-0.377523899,different,metadata default,Sensor Calibration,Float,9
CAL_MAG0_YCOMP,Sensor calibration,0,0,0,same,metadata default,Sensor Calibration,Float,9
CAL_MAG0_YODIAG,Sensor calibration,0.0718506426,0,0.0718506426,different,metadata default,Sensor Calibration,Float,9
CAL_MAG0_YOFF,Sensor calibration,1.21656382,0,1.21656382,different,metadata default,Sensor Calibration,Float,9
CAL_MAG0_YSCALE,Sensor calibration,0.434656292,1,-0.565343708,different,metadata default,Sensor Calibration,Float,9
CAL_MAG0_ZCOMP,Sensor calibration,0,0,0,same,metadata default,Sensor Calibration,Float,9
CAL_MAG0_ZODIAG,Sensor calibration,-0.0938132033,0,-0.0938132033,different,metadata default,Sensor Calibration,Float,9
CAL_MAG0_ZOFF,Sensor calibration,0.604580045,0,0.604580045,different,metadata default,Sensor Calibration,Float,9
CAL_MAG0_ZSCALE,Sensor calibration,0.514073431,1,-0.485926569,different,metadata default,Sensor Calibration,Float,9
CAL_MAG1_ID,Sensor calibration,0,197644,-197644,different,rcS simulated mag calibration ID,Sensor Calibration,Int32,6
CAL_MAG1_ROT,Sensor calibration,-1,-1,0,same,metadata default,Sensor Calibration,Int32,6
CAL_MAG2_ID,Sensor calibration,0,0,0,same,metadata default,Sensor Calibration,Int32,6
CAL_MAG2_ROT,Sensor calibration,-1,-1,0,same,metadata default,Sensor Calibration,Int32,6
CAL_MAG3_ID,Sensor calibration,0,0,0,same,metadata default,Sensor Calibration,Int32,6
CAL_MAG3_ROT,Sensor calibration,-1,-1,0,same,metadata default,Sensor Calibration,Int32,6
CAL_MAG_COMP_TYP,Sensor calibration,0,0,0,same,metadata default,Sensor Calibration,Int32,6
CAL_MAG_ROT_AUTO,Sensor calibration,1,1,0,same,metadata default,Sensors,Int32,6
CAL_MAG_SIDES,Sensor calibration,63,63,0,same,metadata default,Sensors,Int32,6
CAM_CAP_FBACK,Other,0,0,0,same,metadata default,Camera Control,Int32,6
CBRK_AIRSPD_CHK,Safety circuit breaker,0,0,0,same,rcS:131 set-default,Circuit Breaker,Int32,6
CBRK_BUZZER,Safety circuit breaker,0,0,0,same,metadata default,Circuit Breaker,Int32,6
CBRK_ENGINEFAIL,Safety circuit breaker,284953,284953,0,same,metadata default,Circuit Breaker,Int32,6
CBRK_FLIGHTTERM,Safety circuit breaker,121212,121212,0,same,metadata default,Circuit Breaker,Int32,6
CBRK_RATE_CTRL,Safety circuit breaker,0,0,0,same,metadata default,Circuit Breaker,Int32,6
CBRK_SUPPLY_CHK,Safety circuit breaker,0,894281,-894281,different,rcS:132 set-default,Circuit Breaker,Int32,6
CBRK_USB_CHK,Safety circuit breaker,197848,197848,0,same,metadata default,Circuit Breaker,Int32,6
CBRK_VELPOSERR,Safety circuit breaker,0,0,0,same,metadata default,Circuit Breaker,Int32,6
CBRK_VTOLARMING,Safety circuit breaker,0,0,0,same,metadata default,Circuit Breaker,Int32,6
COM_ARM_AUTH_ID,Commander/failsafe,10,10,0,same,metadata default,Commander,Int32,6
COM_ARM_AUTH_MET,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_ARM_AUTH_REQ,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_ARM_AUTH_TO,Commander/failsafe,1,1,0,same,metadata default,Commander,Float,9
COM_ARM_CHK_ESCS,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_ARM_EKF_HGT,Commander/failsafe,1,1,0,same,metadata default,Commander,Float,9
COM_ARM_EKF_POS,Commander/failsafe,0.5,0.5,0,same,metadata default,Commander,Float,9
COM_ARM_EKF_VEL,Commander/failsafe,0.5,0.5,0,same,metadata default,Commander,Float,9
COM_ARM_EKF_YAW,Commander/failsafe,0.5,0.5,0,same,metadata default,Commander,Float,9
COM_ARM_IMU_ACC,Commander/failsafe,0.699999988,0.7,-1.19209289e-08,same,metadata default,Commander,Float,9
COM_ARM_IMU_GYR,Commander/failsafe,0.25,0.25,0,same,metadata default,Commander,Float,9
COM_ARM_MAG_ANG,Commander/failsafe,45,45,0,same,metadata default,Commander,Int32,6
COM_ARM_MAG_STR,Commander/failsafe,1,1,0,same,metadata default,Commander,Int32,6
COM_ARM_MIS_REQ,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_ARM_SDCARD,Commander/failsafe,1,1,0,same,metadata default,Commander,Int32,6
COM_ARM_SWISBTN,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_ARM_WO_GPS,Commander/failsafe,1,1,0,same,metadata default,Commander,Int32,6
COM_CPU_MAX,Commander/failsafe,90,-1,91,different,rcS:135 set-default,Commander,Float,9
COM_DISARM_LAND,Commander/failsafe,1,2,-1,different,metadata default,Commander,Float,9
COM_DISARM_PRFLT,Commander/failsafe,10,10,0,same,metadata default,Commander,Float,9
COM_DL_LOSS_T,Commander/failsafe,5,10,-5,different,metadata default,Commander,Int32,6
COM_EF_C2T,Commander/failsafe,5,5,0,same,metadata default,Commander,Float,9
COM_EF_THROT,Commander/failsafe,0.5,0.5,0,same,metadata default,Commander,Float,9
COM_EF_TIME,Commander/failsafe,10,10,0,same,metadata default,Commander,Float,9
COM_FLIGHT_UUID,Commander/failsafe,454,0,454,different,metadata default,Commander,Int32,6
COM_FLTMODE1,Commander/failsafe,8,-1,9,different,metadata default,Commander,Int32,6
COM_FLTMODE2,Commander/failsafe,-1,-1,0,same,metadata default,Commander,Int32,6
COM_FLTMODE3,Commander/failsafe,-1,-1,0,same,metadata default,Commander,Int32,6
COM_FLTMODE4,Commander/failsafe,1,-1,2,different,metadata default,Commander,Int32,6
COM_FLTMODE5,Commander/failsafe,-1,-1,0,same,metadata default,Commander,Int32,6
COM_FLTMODE6,Commander/failsafe,2,-1,3,different,metadata default,Commander,Int32,6
COM_FLT_PROFILE,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_HLDL_LOSS_T,Commander/failsafe,120,120,0,same,metadata default,Commander,Int32,6
COM_HLDL_REG_T,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_HOME_H_T,Commander/failsafe,5,5,0,same,metadata default,Commander,Float,9
COM_HOME_IN_AIR,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_HOME_V_T,Commander/failsafe,10,10,0,same,metadata default,Commander,Float,9
COM_KILL_DISARM,Commander/failsafe,0,5,-5,different,metadata default,Commander,Float,9
COM_LKDOWN_TKO,Commander/failsafe,3,3,0,same,metadata default,Commander,Float,9
COM_LOW_BAT_ACT,Commander/failsafe,2,0,2,different,metadata default,Commander,Int32,6
COM_MOT_TEST_EN,Commander/failsafe,1,1,0,same,metadata default,Commander,Int32,6
COM_OBC_LOSS_T,Commander/failsafe,5,5,0,same,metadata default,Commander,Float,9
COM_OBL_ACT,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_OBL_RC_ACT,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_OBS_AVOID,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_OF_LOSS_T,Commander/failsafe,1,1,0,same,metadata default,Commander,Float,9
COM_POSCTL_NAVL,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_POS_FS_DELAY,Commander/failsafe,1,1,0,same,metadata default,Commander,Int32,6
COM_POS_FS_EPH,Commander/failsafe,5,5,0,same,metadata default,Commander,Float,9
COM_POS_FS_EPV,Commander/failsafe,10,10,0,same,metadata default,Commander,Float,9
COM_POS_FS_GAIN,Commander/failsafe,10,10,0,same,metadata default,Commander,Int32,6
COM_POS_FS_PROB,Commander/failsafe,30,30,0,same,metadata default,Commander,Int32,6
COM_POWER_COUNT,Commander/failsafe,1,1,0,same,metadata default,Commander,Int32,6
COM_PREARM_MODE,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_RCL_ACT_T,Commander/failsafe,15,15,0,same,metadata default,Commander,Float,9
COM_RCL_EXCEPT,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_RC_ARM_HYST,Commander/failsafe,1000,1000,0,same,metadata default,Commander,Int32,6
COM_RC_IN_MODE,Commander/failsafe,0,1,-1,different,rcS:138 set-default,Commander,Int32,6
COM_RC_LOSS_T,Commander/failsafe,0.5,0.5,0,same,metadata default,Commander,Float,9
COM_RC_OVERRIDE,Commander/failsafe,1,1,0,same,metadata default,Commander,Int32,6
COM_RC_STICK_OV,Commander/failsafe,30,30,0,same,metadata default,Commander,Float,9
COM_REARM_GRACE,Commander/failsafe,1,1,0,same,metadata default,Commander,Int32,6
COM_TAKEOFF_ACT,Commander/failsafe,0,0,0,same,metadata default,Commander,Int32,6
COM_VEL_FS_EVH,Commander/failsafe,1,1,0,same,metadata default,Commander,Float,9
CP_DELAY,Other,0.400000006,0.4,5.96046446e-09,same,metadata default,Multicopter Position Control,Float,9
CP_DIST,Other,-1,-1,0,same,metadata default,Multicopter Position Control,Float,9
CP_GO_NO_DATA,Other,0,0,0,same,metadata default,Multicopter Position Control,Int32,6
CP_GUIDE_ANG,Other,30,30,0,same,metadata default,Multicopter Position Control,Float,9
EKF2_ABIAS_INIT,Estimator,0.200000003,0.2,2.98023223e-09,same,metadata default,EKF2,Float,9
EKF2_ABL_ACCLIM,Estimator,25,25,0,same,metadata default,EKF2,Float,9
EKF2_ABL_GYRLIM,Estimator,3,3,0,same,metadata default,EKF2,Float,9
EKF2_ABL_LIM,Estimator,0.400000006,0.4,5.96046446e-09,same,metadata default,EKF2,Float,9
EKF2_ABL_TAU,Estimator,0.5,0.5,0,same,metadata default,EKF2,Float,9
EKF2_ACC_B_NOISE,Estimator,0.00300000003,0.003,2.6077032e-11,same,metadata default,EKF2,Float,9
EKF2_ACC_NOISE,Estimator,0.349999994,0.35,-5.96046446e-09,same,metadata default,EKF2,Float,9
EKF2_AID_MASK,Estimator,24,1,23,different,metadata default,EKF2,Int32,6
EKF2_ANGERR_INIT,Estimator,0.100000001,0.1,1.49011611e-09,same,metadata default,EKF2,Float,9
EKF2_ARSP_THR,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_ASPD_MAX,Estimator,20,20,0,same,metadata default,EKF2,Float,9
EKF2_ASP_DELAY,Estimator,100,100,0,same,metadata default,EKF2,Float,9
EKF2_AVEL_DELAY,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_BARO_DELAY,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_BARO_GATE,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_BARO_NOISE,Estimator,3.5,3.5,0,same,metadata default,EKF2,Float,9
EKF2_BCOEF_X,Estimator,25,25,0,same,metadata default,EKF2,Float,9
EKF2_BCOEF_Y,Estimator,25,25,0,same,metadata default,EKF2,Float,9
EKF2_BETA_GATE,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_BETA_NOISE,Estimator,0.300000012,0.3,1.1920929e-08,same,metadata default,EKF2,Float,9
EKF2_DECL_TYPE,Estimator,7,7,0,same,metadata default,EKF2,Int32,6
EKF2_DRAG_NOISE,Estimator,2.5,2.5,0,same,metadata default,EKF2,Float,9
EKF2_EAS_NOISE,Estimator,1.39999998,1.4,-2.38418578e-08,same,metadata default,EKF2,Float,9
EKF2_EVA_NOISE,Estimator,0.0500000007,0.05,7.45058057e-10,same,metadata default,EKF2,Float,9
EKF2_EVP_GATE,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_EVP_NOISE,Estimator,0.100000001,0.1,1.49011611e-09,same,metadata default,EKF2,Float,9
EKF2_EVV_GATE,Estimator,3,3,0,same,metadata default,EKF2,Float,9
EKF2_EVV_NOISE,Estimator,0.100000001,0.1,1.49011611e-09,same,metadata default,EKF2,Float,9
EKF2_EV_DELAY,Estimator,175,175,0,same,metadata default,EKF2,Float,9
EKF2_EV_NOISE_MD,Estimator,0,0,0,same,metadata default,EKF2,Int32,6
EKF2_EV_POS_X,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_EV_POS_Y,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_EV_POS_Z,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_FUSE_BETA,Estimator,0,0,0,same,metadata default,EKF2,Int32,6
EKF2_GBIAS_INIT,Estimator,0.100000001,0.1,1.49011611e-09,same,metadata default,EKF2,Float,9
EKF2_GND_EFF_DZ,Estimator,4,4,0,same,metadata default,EKF2,Float,9
EKF2_GND_MAX_HGT,Estimator,0.5,0.5,0,same,metadata default,EKF2,Float,9
EKF2_GPS_CHECK,Estimator,245,245,0,same,metadata default,EKF2,Int32,6
EKF2_GPS_DELAY,Estimator,110,110,0,same,metadata default,EKF2,Float,9
EKF2_GPS_POS_X,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_GPS_POS_Y,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_GPS_POS_Z,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_GPS_P_GATE,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_GPS_P_NOISE,Estimator,0.5,0.5,0,same,metadata default,EKF2,Float,9
EKF2_GPS_V_GATE,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_GPS_V_NOISE,Estimator,0.300000012,0.3,1.1920929e-08,same,metadata default,EKF2,Float,9
EKF2_GSF_TAS,Estimator,15,15,0,same,metadata default,EKF2,Float,9
EKF2_GYR_B_NOISE,Estimator,0.00100000005,0.001,4.74974511e-11,same,metadata default,EKF2,Float,9
EKF2_GYR_NOISE,Estimator,0.0149999997,0.015,-3.35276126e-10,same,metadata default,EKF2,Float,9
EKF2_HDG_GATE,Estimator,2.5999999,2.6,-9.53674317e-08,same,metadata default,EKF2,Float,9
EKF2_HEAD_NOISE,Estimator,0.300000012,0.3,1.1920929e-08,same,metadata default,EKF2,Float,9
EKF2_HGT_MODE,Estimator,3,0,3,different,metadata default,EKF2,Int32,6
EKF2_IMU_POS_X,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_IMU_POS_Y,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_IMU_POS_Z,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_MAG_ACCLIM,Estimator,0.5,0.5,0,same,metadata default,EKF2,Float,9
EKF2_MAG_B_NOISE,Estimator,9.99999975e-05,0.0001,-2.526212e-12,same,metadata default,EKF2,Float,9
EKF2_MAG_CHECK,Estimator,0,0,0,same,metadata default,EKF2,Int32,6
EKF2_MAG_DECL,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_MAG_DELAY,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_MAG_E_NOISE,Estimator,0.00100000005,0.001,4.74974511e-11,same,metadata default,EKF2,Float,9
EKF2_MAG_GATE,Estimator,3,3,0,same,metadata default,EKF2,Float,9
EKF2_MAG_NOISE,Estimator,0.0500000007,0.05,7.45058057e-10,same,metadata default,EKF2,Float,9
EKF2_MAG_TYPE,Estimator,5,0,5,different,metadata default,EKF2,Int32,6
EKF2_MAG_YAWLIM,Estimator,0.25,0.25,0,same,metadata default,EKF2,Float,9
EKF2_MIN_OBS_DT,Estimator,20,20,0,same,metadata default,EKF2,Int32,6
EKF2_MIN_RNG,Estimator,0.100000001,0.1,1.49011611e-09,same,metadata default,EKF2,Float,9
EKF2_MOVE_TEST,Estimator,1,1,0,same,metadata default,EKF2,Float,9
EKF2_MULTI_IMU,Estimator,3,3,0,same,rcS:144 set-default,EKF2,Int32,6
EKF2_NOAID_NOISE,Estimator,10,10,0,same,metadata default,EKF2,Float,9
EKF2_NOAID_TOUT,Estimator,5000000,5000000,0,same,metadata default,EKF2,Int32,6
EKF2_OF_DELAY,Estimator,20,20,0,same,metadata default,EKF2,Float,9
EKF2_OF_GATE,Estimator,3,3,0,same,metadata default,EKF2,Float,9
EKF2_OF_N_MAX,Estimator,0.5,0.5,0,same,metadata default,EKF2,Float,9
EKF2_OF_N_MIN,Estimator,0.150000006,0.15,5.96046448e-09,same,metadata default,EKF2,Float,9
EKF2_OF_POS_X,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_OF_POS_Y,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_OF_POS_Z,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_OF_QMIN,Estimator,1,1,0,same,metadata default,EKF2,Int32,6
EKF2_PCOEF_XN,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_PCOEF_XP,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_PCOEF_YN,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_PCOEF_YP,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_PCOEF_Z,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_REQ_EPH,Estimator,3,3,0,same,metadata default,EKF2,Float,9
EKF2_REQ_EPV,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_REQ_GPS_H,Estimator,10,0.5,9.5,different,rcS:141 set-default,EKF2,Float,9
EKF2_REQ_HDRIFT,Estimator,0.100000001,0.1,1.49011611e-09,same,metadata default,EKF2,Float,9
EKF2_REQ_NSATS,Estimator,6,6,0,same,metadata default,EKF2,Int32,6
EKF2_REQ_PDOP,Estimator,2.5,2.5,0,same,metadata default,EKF2,Float,9
EKF2_REQ_SACC,Estimator,0.5,0.5,0,same,metadata default,EKF2,Float,9
EKF2_REQ_VDRIFT,Estimator,0.200000003,0.2,2.98023223e-09,same,metadata default,EKF2,Float,9
EKF2_RNG_AID,Estimator,1,1,0,same,metadata default,EKF2,Int32,6
EKF2_RNG_A_HMAX,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_RNG_A_IGATE,Estimator,1,1,0,same,metadata default,EKF2,Float,9
EKF2_RNG_A_VMAX,Estimator,1,1,0,same,metadata default,EKF2,Float,9
EKF2_RNG_DELAY,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_RNG_GATE,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_RNG_NOISE,Estimator,0.100000001,0.1,1.49011611e-09,same,metadata default,EKF2,Float,9
EKF2_RNG_PITCH,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_RNG_POS_X,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_RNG_POS_Y,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_RNG_POS_Z,Estimator,0,0,0,same,metadata default,EKF2,Float,9
EKF2_RNG_QLTY_T,Estimator,1,1,0,same,metadata default,EKF2,Float,9
EKF2_RNG_SFE,Estimator,0.0500000007,0.05,7.45058057e-10,same,metadata default,EKF2,Float,9
EKF2_SEL_ERR_RED,Estimator,0.200000003,0.2,2.98023223e-09,same,metadata default,EKF2,Float,9
EKF2_SEL_IMU_ACC,Estimator,1,1,0,same,metadata default,EKF2,Float,9
EKF2_SEL_IMU_ANG,Estimator,15,15,0,same,metadata default,EKF2,Float,9
EKF2_SEL_IMU_RAT,Estimator,7,7,0,same,metadata default,EKF2,Float,9
EKF2_SEL_IMU_VEL,Estimator,2,2,0,same,metadata default,EKF2,Float,9
EKF2_SYNT_MAG_Z,Estimator,0,0,0,same,metadata default,EKF2,Int32,6
EKF2_TAS_GATE,Estimator,3,3,0,same,metadata default,EKF2,Float,9
EKF2_TAU_POS,Estimator,0.25,0.25,0,same,metadata default,EKF2,Float,9
EKF2_TAU_VEL,Estimator,0.25,0.25,0,same,metadata default,EKF2,Float,9
EKF2_TERR_GRAD,Estimator,0.5,0.5,0,same,metadata default,EKF2,Float,9
EKF2_TERR_MASK,Estimator,3,3,0,same,metadata default,EKF2,Int32,6
EKF2_TERR_NOISE,Estimator,5,5,0,same,metadata default,EKF2,Float,9
EKF2_WIND_NOISE,Estimator,0.100000001,0.1,1.49011611e-09,same,metadata default,EKF2,Float,9
EV_TSK_RC_LOSS,Other,0,0,0,same,metadata default,Events,Int32,6
EV_TSK_STAT_DIS,Other,0,0,0,same,metadata default,Events,Int32,6
FD_ESCS_EN,Other,1,1,0,same,metadata default,Failure Detector,Int32,6
FD_EXT_ATS_EN,Other,0,0,0,same,metadata default,Failure Detector,Int32,6
